trial_id,title,status,phase,sponsor,sponsor_class,intervention_names,intervention_types,countries,regions,last_update_posted,has_results,source_url
NCT04736953,Sirolimus Treatment Of Patients With SLE,NOT_YET_RECRUITING,Phase 2,State University of New York - Upstate Medical University,OTHER,Placebo; Sirolimus,drug; other,,,2023-06-05,False,https://clinicaltrials.gov/study/NCT04736953
NCT04747288,Objective Measurement With TCM Pattern for AIDDES,UNKNOWN,N/A,"Taipei Veterans General Hospital, Taiwan",OTHER_GOV,36-Item Short Form Survey (SF-36); EULAR Sjögren's Syndrome Patient Reported Index (ESSPRI); Heart rate variability; Ocular Surface Diseast Index (OSDI); Schirmer's test; Traditional Chinese Medicine pattern; Traditional Chinese Medicine tongue diagnosis,diagnostic_test,Taiwan,East Asia,2022-12-13,False,https://clinicaltrials.gov/study/NCT04747288
NCT04749875,Study of Leukocyte Populations in Patients With Chronic Inflammatory,UNKNOWN,N/A,Assistance Publique - Hôpitaux de Paris,OTHER,blood sample,other,France,Europe,2021-02-11,False,https://clinicaltrials.gov/study/NCT04749875
NCT04750057,Anifrolumab Early Access Program,NO_LONGER_AVAILABLE,N/A,AstraZeneca,INDUSTRY,Anifrolumab,drug,,,2021-05-06,False,https://clinicaltrials.gov/study/NCT04750057
NCT04751396,Testing of an Educational Tool for Patients With Melanoma and Pre-Existing Autoimmune Disease Who Are Candidates for Immune Checkpoint Inhibitors,RECRUITING,N/A,M.D. Anderson Cancer Center,OTHER,Best Practice; Educational Intervention; Interview; Questionnaire Administration; Survey Administration,other,United States,North America,2025-11-10,False,https://clinicaltrials.gov/study/NCT04751396
NCT04754698,COVID-19 CoronaVac in Patients With Autoimmune Rheumatic Diseases and HIV/AIDS,COMPLETED,Phase 4,University of Sao Paulo General Hospital,OTHER,CoronaVac,biological,Brazil,Latin America,2024-03-26,False,https://clinicaltrials.gov/study/NCT04754698
NCT04756492,Prognostic Factors for Treatment Responses in Patients With Active Lupus Nephritis at Sohag University Hospital,UNKNOWN,N/A,Sohag University,OTHER,sandimmun,drug,Egypt,Middle East / Africa,2021-02-16,False,https://clinicaltrials.gov/study/NCT04756492
NCT04776161,Medication Adherence Patterns in Rheumatic Diseases: A Behavioral Trial,COMPLETED,N/A,Brigham and Women's Hospital,OTHER,Cue-Reward Intervention; Cue-Reward Intervention with possible intensification,behavioral,United States,North America,2023-10-04,True,https://clinicaltrials.gov/study/NCT04776161
NCT04786431,Shotgun Mass Spectrometry-based Lipid Profiling in Chronic Inflammatory Diseases,COMPLETED,N/A,Universidade Nova de Lisboa,OTHER,Blood collection for lipid profiling by LC-MS,other,,,2021-03-08,False,https://clinicaltrials.gov/study/NCT04786431
NCT04799730,Expression of CXCR4 in Patients With Systemic Lupus Erythematosus,UNKNOWN,N/A,Sohag University,OTHER,,,,,2021-03-16,False,https://clinicaltrials.gov/study/NCT04799730
NCT04810754,An Open Label Study to Evaluate Daratumumab in Participants With Moderate to Severe Systemic Lupus Erythematosus,UNKNOWN,Phase 2,"Charite University, Berlin, Germany",OTHER,Daratumumab Injection,drug,,,2021-03-23,False,https://clinicaltrials.gov/study/NCT04810754
NCT04833465,Development of a Therapeutic Endpoint in Pediatric Rheumatologic Conditions,RECRUITING,N/A,Children's National Research Institute,OTHER,No Intervention,other,United States,North America,2026-04-06,False,https://clinicaltrials.gov/study/NCT04833465
NCT04835441,ALPN-101 (Acazicolcept) in Systemic Lupus Erythematosus,COMPLETED,Phase 2,"Alpine Immune Sciences Inc, A Subsidiary of Vertex",INDUSTRY,ALPN-101; Placebo,drug,France; Hungary; Poland; Puerto Rico; Spain; Taiwan; United States,East Asia; Europe; North America; Other / Global,2025-08-15,True,https://clinicaltrials.gov/study/NCT04835441
NCT04835883,Exploring the Efficacy and Safety of CS20AT04 (Allogenic Bone Marrow-Derived Stem Cell) in Systemic Lupus Erythematosus Patients,UNKNOWN,Phase 2,Hanyang University Seoul Hospital,OTHER,CS20AT04 (allogenic bone marrow derived mesenchymal stem cell),biological,South Korea,Other / Global,2021-04-08,False,https://clinicaltrials.gov/study/NCT04835883
NCT04839315,COVID-19 Vaccination in Rheumatic Disease Patients,TERMINATED,Early Phase 1,Mayo Clinic,OTHER,mRNA COVD19 vaccine,biological,United States,North America,2022-06-03,False,https://clinicaltrials.gov/study/NCT04839315
NCT04857151,"Stress, Inflammation and Immune Response Pilot Study- Aim 3",COMPLETED,Early Phase 1,"University of Wisconsin, Madison",OTHER,App based mindfulness program (ABMP),behavioral,United States,North America,2024-05-16,False,https://clinicaltrials.gov/study/NCT04857151
NCT04866615,Posterior Segment Evaluation of Patients With SLE Using OCT and OCTA,UNKNOWN,N/A,Minia University,OTHER,Optvue OCT,diagnostic_test,Egypt,Middle East / Africa,2021-07-07,False,https://clinicaltrials.gov/study/NCT04866615
NCT04868838,Daratumumab to Treat Active Lupus Nephritis,ACTIVE_NOT_RECRUITING,Phase 2,Mayo Clinic,OTHER,Daratumumab,drug,United States,North America,2025-07-03,False,https://clinicaltrials.gov/study/NCT04868838
NCT04870333,PROphylaxis for paTiEnts at Risk of COVID-19 infecTion -V,COMPLETED,"Phase 2, Phase 3",Cambridge University Hospitals NHS Foundation Trust,OTHER,Ciclesonide; Niclosamide; Placebo; Sotrovimab,drug,United Kingdom,Europe,2025-06-20,False,https://clinicaltrials.gov/study/NCT04870333
NCT04870359,Pre-emptive Treatments in Lupus Nephritis Patients With Serological Reactivation,COMPLETED,N/A,The University of Hong Kong,OTHER,Pre-emptive increase of immunosuppressive treatments; Prednisolone and/or AZA/MMF,drug; procedure,Hong Kong,East Asia,2024-12-16,False,https://clinicaltrials.gov/study/NCT04870359
NCT04873739,AS-OCT Study of Cornea and Tear Film Parameters in SLE Patients,COMPLETED,N/A,Minia University,OTHER,Anterior Segment OCT,diagnostic_test,Egypt,Middle East / Africa,2022-02-03,False,https://clinicaltrials.gov/study/NCT04873739
NCT04877691,Subcutaneous Anifrolumab in Adult Patients With Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,Phase 3,AstraZeneca,INDUSTRY,Medi-546; Placebo,drug,Argentina; Bulgaria; Chile; Colombia; Germany; Hungary; Japan; Mexico; Philippines; Poland; Spain; Thailand; Ukraine; United Kingdom; United States,East Asia; Europe; Latin America; North America; Southeast Asia,2026-04-17,False,https://clinicaltrials.gov/study/NCT04877691
NCT04882878,A Study of Nipocalimab in Adult Participants With Active Systemic Lupus Erythematosus,COMPLETED,Phase 2,"Janssen Research & Development, LLC",INDUSTRY,Nipocalimab; Placebo; Standard-of-care treatment,drug; other,Argentina; Bulgaria; Colombia; Germany; Hungary; Japan; Poland; South Africa; Spain; Taiwan; Ukraine; United States,Africa; East Asia; Europe; Latin America; North America,2025-12-08,False,https://clinicaltrials.gov/study/NCT04882878
NCT04883619,A Study of Nipocalimab in Adult Participants With Active Lupus Nephritis,WITHDRAWN,Phase 2,"Janssen Research & Development, LLC",INDUSTRY,Nipocalimab; Placebo; Standard-of-care treatment,drug; other,,,2026-02-27,False,https://clinicaltrials.gov/study/NCT04883619
NCT04892212,Sirolimus in Treatment of Proteinuric Flares of Lupus Nephritis,UNKNOWN,"Phase 2, Phase 3",Peking Union Medical College Hospital,OTHER,Sirolimus,drug,,,2021-05-19,False,https://clinicaltrials.gov/study/NCT04892212
NCT04893161,A Model About the Response of Belimumab in SLE,UNKNOWN,Phase 4,First Affiliated Hospital Xi'an Jiaotong University,OTHER,Belimumab,drug,,,2023-09-21,False,https://clinicaltrials.gov/study/NCT04893161
NCT04894695,Urine Exosomes to Identify Biomarkers for LN,UNKNOWN,N/A,RenJi Hospital,OTHER,biomarkers detection in different groups,diagnostic_test,China,East Asia,2021-08-03,False,https://clinicaltrials.gov/study/NCT04894695
NCT04895241,A Study to Learn About the Safety of Litifilimab (BIIB059) Injections and Whether They Can Improve Symptoms of Adult Participants Who Have Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,Phase 3,Biogen,INDUSTRY,Litifilimab; Placebo,drug,Australia; Brazil; Bulgaria; Chile; France; Greece; Mexico; Peru; Philippines; Poland; South Korea; Spain; Sweden; Taiwan; United States,East Asia; Europe; Latin America; North America; Oceania; Other / Global; Southeast Asia,2026-02-10,False,https://clinicaltrials.gov/study/NCT04895241
NCT04895696,A Study Evaluating the Efficacy and Safety of Afimetoran Compared With Placebo in Participants With Active Systemic Lupus Erythematosus (SLE),ACTIVE_NOT_RECRUITING,Phase 2,Bristol-Myers Squibb,INDUSTRY,Afimetoran; Placebo,drug; other,Argentina; Australia; Brazil; Chile; China; Colombia; France; Germany; India; Ireland; Japan; Mexico; Poland; Puerto Rico; Romania; Spain; Taiwan; United Kingdom; United States,East Asia; Europe; Latin America; North America; Oceania; Other / Global; South Asia,2026-05-14,False,https://clinicaltrials.gov/study/NCT04895696
NCT04902807,"Conception of a Diagnosis, Prognosis and Therapeutic Decision Tool for Patients With Autoimmunity and Inflammation",RECRUITING,N/A,"Institut National de la Santé Et de la Recherche Médicale, France",OTHER_GOV,Collection of samples,biological,France,Europe,2025-09-08,False,https://clinicaltrials.gov/study/NCT04902807
NCT04907175,Individual Patient Expanded Access IND of Autologous HB-adMSCs for the Treatment of Systemic Lupus Erythematosus (SLE),NO_LONGER_AVAILABLE,N/A,Hope Biosciences Research Foundation,INDUSTRY,HB-adMSCs,biological,United States,North America,2025-09-29,False,https://clinicaltrials.gov/study/NCT04907175
NCT04908865,Open-label Study of Belimumab Plus Standard Therapy in Chinese Pediatric Participants With Active Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 4,GlaxoSmithKline,INDUSTRY,Belimumab; Standard therapy,drug,China,East Asia,2026-05-11,True,https://clinicaltrials.gov/study/NCT04908865
NCT04915105,Personal Precise Treatment on Psoriasis and Psoriatic Arthritis,UNKNOWN,N/A,Taichung Veterans General Hospital,OTHER,Markers data from PBMCs,diagnostic_test,,,2021-06-07,False,https://clinicaltrials.gov/study/NCT04915105
NCT04924296,A Phase II Study to Evaluate the Efficacy and Safety of SHR-1314 in Lupus Nephritis,UNKNOWN,Phase 2,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",INDUSTRY,Placebo; SHR-1314,drug,,,2021-06-11,False,https://clinicaltrials.gov/study/NCT04924296
NCT04925934,Study of VIB7734 for the Treatment of Moderate to Severely Active SLE,COMPLETED,Phase 2,Amgen,INDUSTRY,Placebo; VIB7734,drug; other,Argentina; Greece; India; Mexico; Poland; Russia; Serbia; Spain; Taiwan; Ukraine; United States,East Asia; Europe; Latin America; North America; Other / Global; South Asia,2024-07-23,True,https://clinicaltrials.gov/study/NCT04925934
NCT04931563,Anifrolumab Asian PhIII Efficacy Study for Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 3,AstraZeneca,INDUSTRY,Anifrolumab; placebo,biological; drug,China; Hong Kong; Philippines; South Korea; Taiwan; Thailand,East Asia; Other / Global; Southeast Asia,2025-10-16,False,https://clinicaltrials.gov/study/NCT04931563
NCT04942314,Practice of Treat-to-target on Pediatric Systemic Lupus Erythematosus: a Two-center Retrospective Study,UNKNOWN,N/A,Jia Deng,OTHER,,,,,2021-06-28,False,https://clinicaltrials.gov/study/NCT04942314
NCT04951427,PRediction Of Flares In Lupus With autoantibodiEs and Chemokines,UNKNOWN,N/A,UMC Utrecht,OTHER,,,Netherlands,Europe,2022-05-24,False,https://clinicaltrials.gov/study/NCT04951427
NCT04956484,Belimumab In Early Systemic Lupus Erythematosus,COMPLETED,Phase 4,Peking Union Medical College Hospital,OTHER,Belimumab; Standard of care,biological; drug,China,East Asia,2022-07-08,False,https://clinicaltrials.gov/study/NCT04956484
NCT04961567,A Study to Learn About the Safety of Litifilimab (BIIB059) Injections and Whether They Can Improve Symptoms of Adult Participants Who Have Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,Phase 3,Biogen,INDUSTRY,Litifilimab; Placebo,drug,Argentina; Belgium; Canada; China; Colombia; Czechia; Germany; Hungary; Israel; Italy; Japan; Netherlands; Puerto Rico; Romania; Serbia; United Kingdom; United States,East Asia; Europe; Latin America; Middle East; North America; Other / Global,2026-01-29,False,https://clinicaltrials.gov/study/NCT04961567
NCT04963296,A Study to Evaluate the Efficacy and Safety of Obinutuzumab in Participants With Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,Phase 3,Hoffmann-La Roche,INDUSTRY,Acetaminophen/Paracetamol; Diphenhydramine hydrochloride; Methylprednisolone; Obinutuzumab; Placebo,drug,Argentina; Brazil; Czechia; France; Italy; Mexico; New Zealand; Peru; Poland; Russia; South Africa; Spain; United Kingdom; United States,Africa; Europe; Latin America; North America; Oceania; Other / Global,2026-05-14,False,https://clinicaltrials.gov/study/NCT04963296
NCT04963881,Antiphospholipid Antibodies in Patients of Antiphospholipid Syndrome (APS) With Systemic Lupus Erythematosus (SLE).,COMPLETED,N/A,Fatima Memorial Hospital,OTHER,Antibody testing,diagnostic_test,Pakistan,South Asia,2021-07-15,False,https://clinicaltrials.gov/study/NCT04963881
NCT04970199,Cardiovascular Protective Role of Laser Acupuncture in Systemic Lupus,COMPLETED,N/A,Cairo University,OTHER,laser application on acupoints,device,Egypt,Middle East / Africa,2022-01-28,False,https://clinicaltrials.gov/study/NCT04970199
NCT04971590,"Study to Assess Demographic, Pharmacologic, Biomarker, Clinical Features and Quality of Life (QoL) of Participants With Lupus Nephritis",COMPLETED,N/A,GlaxoSmithKline,INDUSTRY,Medical chart review; Participant completed survey,other,Kuwait; Oman; Qatar; United Arab Emirates,Middle East; Other / Global,2026-01-22,True,https://clinicaltrials.gov/study/NCT04971590
NCT04976322,A Study to Evaluate the Safety and Tolerability of Dapirolizumab Pegol in Study Participants With Systemic Lupus Erythematosus,ENROLLING_BY_INVITATION,Phase 3,UCB Biopharma SRL,INDUSTRY,Dapirolizumab pegol,drug,Argentina; Belgium; Bulgaria; Canada; Chile; China; Colombia; Czechia; Germany; Greece; Hungary; Italy; Japan; Mexico; Peru; Philippines; Poland; Romania; Serbia; South Korea; Spain; Taiwan; United States,East Asia; Europe; Latin America; North America; Other / Global; Southeast Asia,2026-05-01,False,https://clinicaltrials.gov/study/NCT04976322
NCT04976465,Treatment and Clinical Outcomes Among SLE Patients in Pregnancy,RECRUITING,Phase 1,Qilu Hospital of Shandong University,OTHER,Anticoagulation; Without Anticoagulation,drug,China,East Asia,2023-11-18,False,https://clinicaltrials.gov/study/NCT04976465
NCT04983784,The Effectiveness of Walking in Patients With Systemic Lupus Erythematosus,UNKNOWN,N/A,Dalin Tzu Chi General Hospital,OTHER,Routine care; walking,behavioral; other,Taiwan,East Asia,2021-08-10,False,https://clinicaltrials.gov/study/NCT04983784
NCT04987333,"Study of Efavaleukin Alfa in Healthy Chinese, Japanese, and Caucasian Participants",COMPLETED,Phase 1,Amgen,INDUSTRY,Efavaleukin alfa,drug,United Kingdom,Europe,2024-03-29,True,https://clinicaltrials.gov/study/NCT04987333
NCT05000216,COVID-19 Booster Vaccine in Autoimmune Disease Non-Responders,TERMINATED,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,"Ad26.COV2.S; BNT162b2; BNT162b2, Bivalent; Continue IS (B cell depletion therapy); Continue IS (MMF or MPA); Continue IS (MTX); Moderna mRNA-1273; Moderna mRNA-1273, Bivalent; Monovalent [B.1.351] CoV2 preS dTM-AS03; Withhold IS (B cell depletion therapy); Withhold IS (MMF or MPA); Withhold IS (MTX)",biological; drug,United States,North America,2025-08-22,True,https://clinicaltrials.gov/study/NCT05000216
NCT05001698,Anifrolumab PK Study for Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 1,AstraZeneca,INDUSTRY,Anifrolumab,biological,China,East Asia,2022-08-18,False,https://clinicaltrials.gov/study/NCT05001698
NCT05001737,"Evaluate Efficacy, Safety and Tolerability, PK and PD of Emapalumab in Children and Adults With MAS in Still's or SLE",COMPLETED,Phase 3,Swedish Orphan Biovitrum,INDUSTRY,Emapalumab,drug,Belgium; Canada; China; Czechia; France; Germany; Italy; Japan; Netherlands; Poland; Spain; United Kingdom; United States,East Asia; Europe; North America,2026-02-19,True,https://clinicaltrials.gov/study/NCT05001737
NCT05007340,ILD-SARDs Registry and Biorepository,RECRUITING,N/A,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,"Blood draws; Clinical data collection; Genetic data/DNA/RNA; Other biological samples to biobank (skin, lung and muscle biopsies; bronchoalveolar lavage (BAL fluid)",other,Canada,North America,2021-09-09,False,https://clinicaltrials.gov/study/NCT05007340
NCT05015465,AS-OCT Study of Cornea and Tear Film Parameters in Juvenile SLE Patients,UNKNOWN,N/A,Minia University,OTHER,Anterior Segment OCT,diagnostic_test,Egypt,Middle East / Africa,2021-08-20,False,https://clinicaltrials.gov/study/NCT05015465
NCT05017142,Swiss Pediatric Inflammatory Brain Disease Registry (Swiss-Ped-IBrainD),RECRUITING,N/A,University of Bern,OTHER,,,Switzerland,Europe,2024-12-16,False,https://clinicaltrials.gov/study/NCT05017142
NCT05029336,Autologous Stem Cell Transplant (ASCT) for Autoimmune Diseases,RECRUITING,Phase 2,Stephan Grupp MD PhD,OTHER,Depletion of CD3/CD19 in an autologous stem cell transplant,biological,United States,North America,2025-10-14,False,https://clinicaltrials.gov/study/NCT05029336
NCT05030779,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Systemic Lupus Erythematosus,UNKNOWN,Early Phase 1,Zhejiang University,OTHER,Assigned Interventions CD19/BCMA CAR T-cells,biological,China,East Asia,2021-09-01,False,https://clinicaltrials.gov/study/NCT05030779
NCT05039619,"A Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of Obinutuzumab in Adolescents With Active Class III or IV Lupus Nephritis and the Safety and PK of Obinutuzumab in Pediatric Participants",RECRUITING,Phase 2,Hoffmann-La Roche,INDUSTRY,Acetaminophen/paracetamol; Diphenhydramine hydrochloride (HCl); Methylprednisolone; Mycophenolate Mofetil; Obinutuzumab; Placebo; Prednisone,drug,Brazil; Canada; France; Italy; Mexico; Peru; Poland; Russia; South Africa; Spain; United Kingdom; United States,Africa; Europe; Latin America; North America; Other / Global,2026-05-04,False,https://clinicaltrials.gov/study/NCT05039619
