trial_id,title,status,phase,sponsor,sponsor_class,intervention_names,intervention_types,countries,regions,last_update_posted,has_results,source_url
NCT01176643,Development and Evaluation of Modified Yoga in Systemic Lupus Erythematosus (SLE),COMPLETED,N/A,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,Standard care plus Yoga,other,Canada,North America,2013-09-24,False,https://clinicaltrials.gov/study/NCT01176643
NCT01180361,Atherosclerosis in Rheumatoid Arthritis and Lupus: Restoring Cholesterol Balance,COMPLETED,N/A,NYU Langone Health,OTHER,,,United States,North America,2025-10-30,False,https://clinicaltrials.gov/study/NCT01180361
NCT01196091,A Study of LY2127399 in Participants With Systemic Lupus Erythematosus,COMPLETED,Phase 3,Eli Lilly and Company,INDUSTRY,LY2127399; Placebo every 2 weeks; Placebo every 4 weeks; Standard of Care,drug,Argentina; Austria; Belarus; Bulgaria; Canada; Chile; Colombia; Croatia; Egypt; Germany; Guatemala; Italy; Japan; North Macedonia; Peru; Philippines; Poland; Puerto Rico; Singapore; South Korea; Thailand; Ukraine; United States,East Asia; Europe; Latin America; Middle East / Africa; North America; Other / Global; Southeast Asia,2018-06-12,True,https://clinicaltrials.gov/study/NCT01196091
NCT01203709,Low-dose Combination of Mycophenolate Mofetil (MMF) and Tacrolimus (Tac) for Refractory Lupus Nephritis,COMPLETED,Phase 4,Tuen Mun Hospital,OTHER_GOV,low dose combination of MMF and Tac,drug,China,East Asia,2014-03-04,False,https://clinicaltrials.gov/study/NCT01203709
NCT01205438,A Study of LY2127399 in Participants With Systemic Lupus Erythematosus,COMPLETED,Phase 3,Eli Lilly and Company,INDUSTRY,LY2127399; Placebo every 2 weeks; Placebo every 4 weeks,drug,Australia; Brazil; Canada; Ecuador; France; Hungary; India; Israel; Latvia; Malaysia; Mexico; New Zealand; Romania; Russia; Serbia; South Africa; Spain; Taiwan; Tunisia; United Kingdom; United States,Africa; East Asia; Europe; Latin America; Middle East; North America; Oceania; Other / Global; South Asia; Southeast Asia,2018-07-17,True,https://clinicaltrials.gov/study/NCT01205438
NCT01206569,Long-Acting Tacrolimus for the Treatment of Resistant Lupus Nephritis,COMPLETED,Phase 4,Chinese University of Hong Kong,OTHER,"Long-acting tacrolimus (Advagraf, Astellas Pharma)",drug,Hong Kong,East Asia,2012-12-04,False,https://clinicaltrials.gov/study/NCT01206569
NCT01207297,Tacrolimus Versus Cyclophosphamide as Treatment for Lupus Nephritis,COMPLETED,Phase 1,Zhejiang University,OTHER,Tacrolimus; cyclophosphamide,drug,,,2011-08-23,False,https://clinicaltrials.gov/study/NCT01207297
NCT01208792,Auto-immunity and Pulmonary Arterial Hypertension,COMPLETED,N/A,Assistance Publique - Hôpitaux de Paris,OTHER,Blood Sample; skin biopsy,other; procedure,France,Europe,2026-03-27,False,https://clinicaltrials.gov/study/NCT01208792
NCT01217320,Creatine Supplementation in Pediatric Rheumatology,UNKNOWN,N/A,University of Sao Paulo,OTHER,creatine; placebo (dextrose),dietary_supplement,Brazil,Latin America,2012-01-16,False,https://clinicaltrials.gov/study/NCT01217320
NCT01226147,Efficacy and Safety of Tamibarotene(AM80) for Lupus Nephritis,UNKNOWN,Phase 2,Kinki University,OTHER,Tamibarotene,drug,Japan,East Asia,2011-07-22,False,https://clinicaltrials.gov/study/NCT01226147
NCT01230112,The Role of ITGAM in Systemic Lupus Erythematosus,COMPLETED,N/A,Northwell Health,OTHER,,,United States,North America,2013-07-30,False,https://clinicaltrials.gov/study/NCT01230112
NCT01240694,A Long-Term Study of the Safety and Tolerability of Repeated Administration of CEP-33457 in Participants With Systemic Lupus Erythematosus,TERMINATED,Phase 3,"Cephalon, Inc.",INDUSTRY,CEP-33457,drug,Belgium; Czechia; France; Germany; Hungary; Poland; Portugal; Spain; Ukraine; United Kingdom; United States,Europe; North America,2022-12-30,True,https://clinicaltrials.gov/study/NCT01240694
NCT01257802,GnRH-a for Ovarian Protection During CYC Therapy for Rheumatic Diseases,TERMINATED,Phase 3,Joseph Mccune,OTHER,Placebo; depot leuprolide acetate 3.75 mg,drug,United States,North America,2017-06-27,True,https://clinicaltrials.gov/study/NCT01257802
NCT01261793,Study of Epratuzumab Versus Placebo in Subjects With Moderate to Severe General Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 3,UCB Pharma,INDUSTRY,Epratuzumab; Placebo,drug,Brazil; Canada; France; Germany; Hungary; India; Italy; Mexico; Poland; Romania; Russia; South Africa; Spain; Ukraine; United Kingdom; United States,Africa; Europe; Latin America; North America; Other / Global; South Asia,2020-12-04,True,https://clinicaltrials.gov/study/NCT01261793
NCT01262365,Study of Epratuzumab Versus Placebo in Subjects With Moderate to Severe General Systemic Lupus Erythematosus,COMPLETED,Phase 3,UCB Pharma,INDUSTRY,Epratuzumab; Placebo,drug,Australia; Belgium; Brazil; Bulgaria; Czechia; Estonia; France; Germany; India; Israel; Italy; Lithuania; Mexico; Puerto Rico; Romania; Russia; South Korea; Spain; Taiwan; United Kingdom; United States,East Asia; Europe; Latin America; Middle East; North America; Oceania; Other / Global; South Asia,2018-09-28,True,https://clinicaltrials.gov/study/NCT01262365
NCT01269866,Study of Duloxetine in the Reduction of Pain in Patient With Systemic Lupus Erythematosus,COMPLETED,N/A,Dr. Jesus Gutierrez Stone,OTHER,Cymbalta,drug,United States,North America,2013-02-05,False,https://clinicaltrials.gov/study/NCT01269866
NCT01273389,An Efficacy and Safety Study of CNTO 136 in Patients With Active Lupus Nephritis,COMPLETED,Phase 2,"Janssen Research & Development, LLC",INDUSTRY,CNTO 136; Placebo,drug,Belgium; Mexico; Netherlands; Poland; Thailand; United States,Europe; North America; Southeast Asia,2016-03-24,False,https://clinicaltrials.gov/study/NCT01273389
NCT01276782,Levothyroxine in Pregnant SLE Patients,WITHDRAWN,Phase 4,Johns Hopkins University,OTHER,Levothyroxine,drug,United States,North America,2015-09-10,False,https://clinicaltrials.gov/study/NCT01276782
NCT01283139,A Study to Evaluate the Efficacy and Safety of Sifalimumab in Adults With Systemic Lupus Erythematosus,COMPLETED,Phase 2,MedImmune LLC,INDUSTRY,"Placebo; Sifalimumab 1,200 mg; Sifalimumab 200 mg; Sifalimumab 600 mg",biological; other,Argentina; Brazil; Bulgaria; Canada; Chile; France; Germany; Hungary; India; Italy; Jamaica; Mexico; Netherlands; Peru; Philippines; Poland; Romania; South Africa; Spain; Thailand; United Kingdom; United States,Africa; Europe; Latin America; North America; Other / Global; South Asia; Southeast Asia,2018-04-19,True,https://clinicaltrials.gov/study/NCT01283139
NCT01284725,Weaning of Immunosuppression in Nephritis of Lupus,COMPLETED,Phase 3,Assistance Publique Hopitaux De Marseille,OTHER,immunosuppressive treatment discontinuation; mycophenolate mofetil or azathioprine,drug; other,France,Europe,2025-09-18,False,https://clinicaltrials.gov/study/NCT01284725
NCT01288664,Efficacy and Safety of Tacrolimus Sustained-release Capsules in Induction Phase Treatment in Lupus Nephritis,WITHDRAWN,Phase 3,Sun Yat-sen University,OTHER,ADVAGRAF,drug,China,East Asia,2014-02-12,False,https://clinicaltrials.gov/study/NCT01288664
NCT01299922,Clinical Trial Treatment in Lupus Nephritis,WITHDRAWN,Phase 3,Hospital Universitario Fundación Alcorcón,OTHER,Mycophenolic Acid + prednison; cyclosporine +mycophenolic acid+prednison,drug,Spain,Europe,2015-02-27,False,https://clinicaltrials.gov/study/NCT01299922
NCT01305746,A Trial for Subjects With Systemic Lupus Erythematosus Who Have Completed Protocol AN-SLE3321,COMPLETED,Phase 2,Anthera Pharmaceuticals,INDUSTRY,A-623,drug,Argentina; Brazil; Chile; Colombia; Hong Kong; India; Mexico; Peru; Philippines; Taiwan; United States,East Asia; Latin America; North America; South Asia; Southeast Asia,2014-02-13,False,https://clinicaltrials.gov/study/NCT01305746
NCT01316133,A Study to Evaluate the Efficacy and Safety of Tacrolimus With Steroid in Korean Lupus Nephritis Patients,TERMINATED,Phase 4,"Astellas Pharma Korea, Inc.",INDUSTRY,tacrolimus,drug,South Korea,Other / Global,2024-10-31,False,https://clinicaltrials.gov/study/NCT01316133
NCT01322308,Effect of Pioglitazone on Endothelial Function in Premenopausal Women With Uncomplicated Systemic Lupus Erythematosus,COMPLETED,Phase 4,"National Heart Institute, Mexico",OTHER_GOV,pioglitazone; placebo,drug,,,2014-10-01,False,https://clinicaltrials.gov/study/NCT01322308
NCT01327352,Evaluation of the Influence of Food Regimen on Oshadi D Absorption,COMPLETED,N/A,Oshadi Drug Administration,INDUSTRY,Oshadi D,drug,Israel,Middle East,2012-06-21,False,https://clinicaltrials.gov/study/NCT01327352
NCT01328834,Efficacy and Safety of Tacrolimus Sustained-release Capsules in Induction Treatment in Refractory Lupus Nephritis,COMPLETED,Phase 3,Sun Yat-sen University,OTHER,Tacrolimus Sustained-release Capsules (ADVAGRAF),drug,China,East Asia,2011-11-03,False,https://clinicaltrials.gov/study/NCT01328834
NCT01330368,Spine Quantitative Computed Tomography (QCT) for the Assessment of Osteoporosis on Children,COMPLETED,N/A,Children's Hospital of Philadelphia,OTHER,,,United States,North America,2017-10-03,False,https://clinicaltrials.gov/study/NCT01330368
NCT01342016,A Study to Compare the Efficacy and Safety of Tacrolimus Capsules With Leflunomide Tablets in Lupus Nephritis Patients,TERMINATED,Phase 3,Astellas Pharma Inc,INDUSTRY,leflunomide placebo; leflunomide tablet; prednisone; tacrolimus capsule; tacrolimus placebo,drug,China,East Asia,2014-10-17,False,https://clinicaltrials.gov/study/NCT01342016
NCT01345253,GSK1550188 A 52 Week Study of Belimumab Versus Placebo in the Treatment of Subjects With Systemic Lupus Erythematosus (SLE) Located in Northeast Asia,COMPLETED,Phase 3,GlaxoSmithKline,INDUSTRY,Belimumab; Placebo,drug,China; Japan; South Korea,East Asia; Other / Global,2019-10-04,True,https://clinicaltrials.gov/study/NCT01345253
NCT01351662,Balancing Lupus Experiences With Stress Strategies,COMPLETED,"Phase 1, Phase 2",Medical University of South Carolina,OTHER,Arthritis Self Management Program,behavioral,United States,North America,2025-12-22,False,https://clinicaltrials.gov/study/NCT01351662
NCT01359826,The Effect of Milnacipran on Fatigue and Quality of Life in Lupus Patients,WITHDRAWN,Phase 4,Loma Linda University,OTHER,Milnacipran,drug,United States,North America,2015-09-18,False,https://clinicaltrials.gov/study/NCT01359826
NCT01369628,Atacicept in Lupus Nephritis Patients Taking Stable Regimen of Mycophenolate Mofetil,TERMINATED,Phase 1,EMD Serono,INDUSTRY,Atacicept,drug,United States,North America,2013-10-22,False,https://clinicaltrials.gov/study/NCT01369628
NCT01379573,Preventive Approach to Congenital Heart Block With Hydroxychloroquine,COMPLETED,Phase 2,NYU Langone Health,OTHER,Hydroxychloroquine,drug,United States,North America,2021-02-25,True,https://clinicaltrials.gov/study/NCT01379573
NCT01381536,Phase I Study of GSK1550188 in Japanese Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 1,GlaxoSmithKline,INDUSTRY,GSK1550188 1mg/kg or 10mg/kg,drug,Japan,East Asia,2017-06-12,False,https://clinicaltrials.gov/study/NCT01381536
NCT01393132,Comparative Study of Thymosin Beta 4 Eye Drops vs. Vehicle in the Treatment of Severe Dry Eye,COMPLETED,Phase 2,"Michigan Cornea Consultants, PC",OTHER,Thymosin Beta 4 eye drops; Vehicle Control,drug,United States,North America,2015-12-23,True,https://clinicaltrials.gov/study/NCT01393132
NCT01395745,CHABLIS-SC1: A Study of the Efficacy and Safety of Subcutaneous Blisibimod in Subjects With Systemic Lupus Erythematosus,COMPLETED,Phase 3,Anthera Pharmaceuticals,INDUSTRY,Placebo; blisibimod,drug,Belarus; Brazil; Colombia; Georgia; Guatemala; Hong Kong; India; Malaysia; Mexico; Philippines; Russia; Singapore; South Korea; Sri Lanka; Taiwan; Thailand,East Asia; Latin America; North America; Other / Global; South Asia; Southeast Asia,2017-02-03,False,https://clinicaltrials.gov/study/NCT01395745
NCT01405196,Subcutaneous Treatment In Randomized Subjects To Evaluate Safety And Efficacy In Generalized Lupus Erythematosus,COMPLETED,Phase 2,Pfizer,INDUSTRY,PF-04236921,biological,Argentina; Chile; Colombia; Germany; Hungary; Moldova; Peru; Poland; Puerto Rico; Romania; South Korea; Taiwan; United States,East Asia; Europe; Latin America; North America; Other / Global,2017-12-19,True,https://clinicaltrials.gov/study/NCT01405196
NCT01408576,Open Label Extension Study of Epratuzumab in Subjects With Systemic Lupus Erythematosus,COMPLETED,Phase 3,UCB Pharma,INDUSTRY,Epratuzumab,drug,Australia; Belgium; Brazil; Bulgaria; Canada; Czechia; Estonia; France; Germany; Hong Kong; Hungary; Israel; Italy; Lithuania; Mexico; Poland; Romania; Russia; South Africa; South Korea; Spain; Taiwan; Ukraine; United Kingdom; United States,Africa; East Asia; Europe; Latin America; Middle East; North America; Oceania; Other / Global,2018-10-03,True,https://clinicaltrials.gov/study/NCT01408576
NCT01410747,A Study to Evaluate the Safety and Efficacy of Tacrolimus for Lupus Nephritis Under Actual Use Situations,COMPLETED,N/A,Astellas Pharma Inc,INDUSTRY,Tacrolimus,drug,Japan,East Asia,2024-10-22,False,https://clinicaltrials.gov/study/NCT01410747
NCT01413230,Vitamin D Supplementation in Systemic Lupus Erythematosus,COMPLETED,N/A,Assistance Publique - Hôpitaux de Paris,OTHER,cholecalciferol,drug,France,Europe,2011-11-24,False,https://clinicaltrials.gov/study/NCT01413230
NCT01424033,A Clinical Trial for CTD-ILD Treatment,TERMINATED,"Phase 2, Phase 3",University of Michigan,OTHER,N-Acetylcysteine,drug,United States,North America,2017-04-06,True,https://clinicaltrials.gov/study/NCT01424033
NCT01425775,The Effect of Vitamin D Supplementation on Disease Activity Markers in Systemic Lupus Erythematosus (SLE),COMPLETED,N/A,University of Alexandria,OTHER,Placebo; vitamin D 25(OH)D,drug; other,Egypt,Middle East / Africa,2011-08-30,False,https://clinicaltrials.gov/study/NCT01425775
NCT01438489,A Study of the Efficacy and Safety of MEDI-546 in Systemic Lupus Erythematosus,COMPLETED,Phase 2,MedImmune LLC,INDUSTRY,Anifrolumab 1000 mg; Anifrolumab 300 mg; Placebo,biological; other,Brazil; Bulgaria; Colombia; Czechia; Hungary; India; Mexico; Peru; Poland; Romania; South Korea; Taiwan; Ukraine; United States,East Asia; Europe; Latin America; North America; Other / Global; South Asia,2016-10-07,True,https://clinicaltrials.gov/study/NCT01438489
NCT01440231,Atacicept Demonstrating Dose RESponSe,WITHDRAWN,Phase 2,EMD Serono,INDUSTRY,Atacicept; Placebo,drug,,,2013-08-21,False,https://clinicaltrials.gov/study/NCT01440231
NCT01449071,Study Evaluating the Pharmacokinetics and Safety of Epratuzumab in Japanese Systemic Lupus Erythematosus (SLE),COMPLETED,"Phase 1, Phase 2",UCB Pharma,INDUSTRY,Epratuzumab 100 mg; Epratuzumab 1200 mg; Epratuzumab 400 mg; Epratuzumab 600 mg; Placebo,biological,Japan,East Asia,2014-02-12,False,https://clinicaltrials.gov/study/NCT01449071
NCT01460680,Membrane Polyunsaturated Fatty Acid Content in Fibromyalgia and Systemic Lupus Erythematosus (SLE),UNKNOWN,N/A,Tel-Aviv Sourasky Medical Center,OTHER_GOV,,,Israel,Middle East,2011-10-27,False,https://clinicaltrials.gov/study/NCT01460680
NCT01470183,Lupus Nephritis Biomarker Study: Baseline Characteristics of Patients,COMPLETED,N/A,Columbia University,OTHER,,,United States,North America,2014-02-07,False,https://clinicaltrials.gov/study/NCT01470183
NCT01471301,Ultrasound Evaluation of Hands in Patients With Systemic Lupus Erythematosus,UNKNOWN,N/A,Federal University of São Paulo,OTHER,,,Brazil,Latin America,2011-11-15,False,https://clinicaltrials.gov/study/NCT01471301
NCT01474720,Zostavax in Systemic Lupus Erythematosus,COMPLETED,Phase 1,Oklahoma Medical Research Foundation,OTHER,Zostavax vaccine,drug,United States,North America,2013-09-17,False,https://clinicaltrials.gov/study/NCT01474720
NCT01475149,Effect of HCQ on AnxA5 Resistance Assay in Antiphospholipid (aPL) Positive Patients With and Without Systemic Lupus Erythematosus (SLE),COMPLETED,N/A,"Hospital for Special Surgery, New York",OTHER,Phlebotomy,other,United States,North America,2017-03-27,False,https://clinicaltrials.gov/study/NCT01475149
NCT01484496,A Study of Belimumab Administered Subcutaneously in Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 3,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Belimumab 200 mg SC; Placebo; Standard therapy,biological; drug,Argentina; Austria; Belgium; Brazil; Bulgaria; Chile; Colombia; Croatia; Czechia; Denmark; France; Germany; Hungary; Italy; Japan; Malaysia; Mexico; Philippines; Poland; Portugal; Romania; Russia; Serbia; Singapore; Spain; Sweden; Taiwan; Thailand; Ukraine; United Kingdom; United States,East Asia; Europe; Latin America; North America; Other / Global; Southeast Asia,2018-06-06,True,https://clinicaltrials.gov/study/NCT01484496
NCT01488708,On Open-Label Study in Participants With Systemic Lupus Erythematosus,TERMINATED,Phase 3,Eli Lilly and Company,INDUSTRY,LY2127399; Placebo,drug,United States,North America,2018-05-17,True,https://clinicaltrials.gov/study/NCT01488708
NCT01499355,BIIB023 Proof-of-Concept Study in Participants With Lupus Nephritis,TERMINATED,Phase 2,Biogen,INDUSTRY,BIIB023; Placebo; mycophenolate mofetil; oral corticosteroids,biological; drug,Argentina; Australia; Belgium; Brazil; Colombia; France; Germany; Hong Kong; Hungary; Italy; Malaysia; Mexico; Peru; Philippines; Poland; Portugal; Russia; South Korea; Spain; Thailand; United States,East Asia; Europe; Latin America; North America; Oceania; Other / Global; Southeast Asia,2017-01-18,True,https://clinicaltrials.gov/study/NCT01499355
NCT01509989,International Prospective Study on Adherence to Treatment in Patients With Active Systemic Lupus Erythematosus,COMPLETED,N/A,Assistance Publique - Hôpitaux de Paris,OTHER,,,France,Europe,2026-04-08,False,https://clinicaltrials.gov/study/NCT01509989
NCT01515163,Exercise and Systemic Lupus Erythematosus,UNKNOWN,N/A,University of Sao Paulo,OTHER,Exercise training,behavioral,Brazil,Latin America,2016-01-13,False,https://clinicaltrials.gov/study/NCT01515163
NCT01516450,Japanese phase1 Study of Belimumab (IV vs SC),COMPLETED,Phase 1,GlaxoSmithKline,INDUSTRY,GSK1550188 IV; GSK1550188 SC,drug,Japan,East Asia,2017-06-12,False,https://clinicaltrials.gov/study/NCT01516450
NCT01520155,CArdiovascular Risk Assessment STudy in Lupus Erythemathodes (CASTLE),COMPLETED,N/A,Johann Wolfgang Goethe University Hospital,OTHER,,,Germany,Europe,2013-12-23,False,https://clinicaltrials.gov/study/NCT01520155
NCT01532310,Belimumab (BENLYSTA®) Pregnancy Registry,COMPLETED,N/A,GlaxoSmithKline,INDUSTRY,belimumab,drug,Austria; Belgium; Canada; France; Germany; Israel; Italy; Portugal; Spain; Sweden; Switzerland; United States,Europe; Middle East; North America,2025-06-10,False,https://clinicaltrials.gov/study/NCT01532310
NCT01534403,Open Label Extension Study of Epratuzumab in Japanese Systemic Lupus Erythematosus (SLE) Subjects,COMPLETED,Phase 2,UCB Pharma,INDUSTRY,Epratuzumab,biological,Japan,East Asia,2016-05-06,False,https://clinicaltrials.gov/study/NCT01534403
NCT01539902,Phase 2 Study of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis,UNKNOWN,Phase 2,CytoMed & Beike,OTHER,Cyclophosphamide; Human Umbilical Cord derived MSCs,biological; drug,China,East Asia,2012-03-06,False,https://clinicaltrials.gov/study/NCT01539902
NCT01541670,Safety Study of Anti-Macrophage Migration Inhibitory Factor (Anti-MIF) Antibody in Lupus Nephritis,TERMINATED,Phase 1,Baxalta now part of Shire,INDUSTRY,Anti-Macrophage Migration Inhibitory Factor (Anti-MIF) Antibody,drug,Australia; Canada; Mexico; New Zealand; United States,North America; Oceania,2021-05-05,False,https://clinicaltrials.gov/study/NCT01541670
NCT01549184,Retrospective Analysis of the Safety and Efficacy of Hydroxychloroquine in Immune Thrombocytopenia,COMPLETED,N/A,Henri Mondor University Hospital,OTHER,,,,,2012-03-21,False,https://clinicaltrials.gov/study/NCT01549184
NCT01551069,Multicenter Study Assessing the Efficacy & Safety of Hydroxychloroquine Sulfate in Patients With Systemic Lupus Erythematosus or Cutaneous Lupus Erythematosus With Active Lupus Erythematosus Specific Skin Lesion,COMPLETED,Phase 3,Sanofi,INDUSTRY,Placebo; hydroxychloroquine (Z0188),drug,Japan,East Asia,2014-05-13,False,https://clinicaltrials.gov/study/NCT01551069
NCT01559090,Safety and Tolerability of Intravenous Dose of MEDI-546 in Japanese Subjects With Systemic Lupus Erythematosus.,COMPLETED,Phase 2,AstraZeneca,INDUSTRY,MEDI-546,drug,Japan,East Asia,2019-03-13,True,https://clinicaltrials.gov/study/NCT01559090
NCT01580865,Comparison Between Tacrolimus (TAC) and Mycophenolate Mofetil (MMF) for Induction of Remission in Lupus Nephritis,COMPLETED,N/A,Ramathibodi Hospital,OTHER,Tacrolimus vs. Mycophenolate mofetil for Induction Therapy in Lupus Nephritis,drug,Thailand,Southeast Asia,2018-09-12,False,https://clinicaltrials.gov/study/NCT01580865
NCT01582880,Use of Cross-linked Donor Corneas as Carriers for the Boston Keratoprosthesis,COMPLETED,"Phase 1, Phase 2","Joseph B. Ciolino, MD",OTHER,Riboflavin,drug,United States,North America,2019-10-21,True,https://clinicaltrials.gov/study/NCT01582880
NCT01583530,Study of Belimumab Administered Subcutaneously to Healthy Subjects,COMPLETED,Phase 1,Human Genome Sciences Inc.,INDUSTRY,Multiple Dose Group: Belimumab SC 1 x 200 mg weekly; Multiple Dose Group: Belimumab SC 2 x 120 mg weekly; Single Dose Group: Belimumab IV 240 mg; Single Dose Group: Belimumab SC 1 x 200 mg; Single Dose Group: Belimumab SC 1 x 240 mg; Single Dose Group: Belimumab SC 2 x 120 mg,biological,United States,North America,2013-08-07,True,https://clinicaltrials.gov/study/NCT01583530
NCT01597492,A Study to Evaluate the Effect of Belimumab on Vaccine Responses in Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 4,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Belimumab plus Early Vaccination; Belimumab plus Late Vaccination,biological,United States,North America,2018-08-16,True,https://clinicaltrials.gov/study/NCT01597492
NCT01597622,"BEL114333, a Continuation Study of BEL113750 in Subjects With Systemic Lupus Erythematosus (SLE) in Northeast Asia, and in Japan Subjects Completing the Open-label Extension of HGS1006-C1115",COMPLETED,Phase 3,GlaxoSmithKline,INDUSTRY,Belimumab,drug,Japan; South Korea,East Asia; Other / Global,2020-03-27,True,https://clinicaltrials.gov/study/NCT01597622
NCT01616472,WEUKBRE5716: Steroid-related Damage in Systemic Lupus Erythematosus (Hopkins),COMPLETED,N/A,GlaxoSmithKline,INDUSTRY,Cumulative corticosteroid exposure,drug,,,2016-04-25,False,https://clinicaltrials.gov/study/NCT01616472
NCT01632241,Efficacy and Safety of Belimumab in Black Race Patients With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 4,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Belimumab 10 mg/kg plus standard therapy; Placebo plus standard therapy; Standard therapy,biological; drug,Brazil; Colombia; France; South Africa; United Kingdom; United States,Africa; Europe; Latin America; North America,2021-09-08,True,https://clinicaltrials.gov/study/NCT01632241
NCT01639339,Efficacy and Safety of Belimumab in Patients With Active Lupus Nephritis,COMPLETED,Phase 3,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Belimumab 10 mg/kg plus standard therapy; Placebo plus standard therapy; Standard therapy,biological; drug,Argentina; Belgium; Brazil; Canada; China; Colombia; Czechia; France; Germany; Hong Kong; Hungary; Mexico; Netherlands; Philippines; Russia; South Korea; Spain; Taiwan; Thailand; United Kingdom; United States,East Asia; Europe; Latin America; North America; Other / Global; Southeast Asia,2021-03-19,True,https://clinicaltrials.gov/study/NCT01639339
NCT01642706,Regulatory B Cells in Inflammatory Rheumatisms and Biomarkers of Response to Biologic Treatments,UNKNOWN,N/A,"University Hospital, Montpellier",OTHER,,,France,Europe,2020-07-21,False,https://clinicaltrials.gov/study/NCT01642706
NCT01646736,Efficacy and Safety of Tripterygium Wilfordii in Patients With Lupus Nephritis,UNKNOWN,"Phase 2, Phase 3",Peking Union Medical College Hospital,OTHER,Cyclophosphamide; GC; Tripterygium wilfordii Hook F,drug,China,East Asia,2012-07-23,False,https://clinicaltrials.gov/study/NCT01646736
NCT01649765,Pediatric Lupus Trial of Belimumab Plus Background Standard Therapy,COMPLETED,Phase 2,GlaxoSmithKline,INDUSTRY,Belimumab 10 mg/kg; Placebo,drug; other,Argentina; Canada; Japan; Mexico; Peru; Poland; Russia; Spain; United Kingdom; United States,East Asia; Europe; Latin America; North America; Other / Global,2026-04-20,True,https://clinicaltrials.gov/study/NCT01649765
NCT01673295,RING - Rituximab for Lupus Nephritis With Remission as a Goal,UNKNOWN,Phase 3,"Frédéric A. Houssiau, MD, PhD",OTHER,RTX infusions; Standard of Care,drug; other,Belgium,Europe,2015-05-28,False,https://clinicaltrials.gov/study/NCT01673295
NCT01683695,Safety Study of AMG 557 in Subjects With Lupus Arthritis,COMPLETED,Phase 1,Amgen,INDUSTRY,AMG 557; Matching Placebo,drug,Australia; Denmark; France; Germany; Malaysia; Taiwan; United Kingdom; United States,East Asia; Europe; North America; Oceania; Southeast Asia,2017-01-24,False,https://clinicaltrials.gov/study/NCT01683695
NCT01686555,"A Study to Evaluate the Safety, Tolerability and Pharmacokinetics of ABT-199 in Female Patients With Systemic Lupus Erythematosus (SLE)",COMPLETED,Phase 1,"AbbVie (prior sponsor, Abbott)",INDUSTRY,ABT-199; Placebo,drug; other,Germany; Mexico; Puerto Rico; United States,Europe; North America; Other / Global,2017-11-20,False,https://clinicaltrials.gov/study/NCT01686555
NCT01687192,Multicenter Trial Evaluating the Immunogenicity of HPV Vaccination in Girls on Immunosuppressive Therapy.,COMPLETED,Phase 2,"University Hospital, Bordeaux",OTHER,HPV prophylactic vaccine Gardasil,biological,France,Europe,2024-07-16,False,https://clinicaltrials.gov/study/NCT01687192
NCT01687309,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single and Repeat Doses of GSK2586184 and the Effect of Food and Gender",COMPLETED,Phase 1,GlaxoSmithKline,INDUSTRY,GSK2586184 800mg single and repeat dose; GSK2586184 single dose taken with food; GSK2586184 single dose taken without food; Placebo-to-match GSK2586184,drug; other,Belgium,Europe,2018-05-25,False,https://clinicaltrials.gov/study/NCT01687309
NCT01689025,An Investigation of Safety and Tolerability of NNC0114-0006 in Subjects With Systemic Lupus Erythematosus (SLE),TERMINATED,Phase 1,Novo Nordisk A/S,INDUSTRY,NNC0114-0006; placebo,drug,Hungary; Poland; Serbia; United States,Europe; North America,2014-04-08,False,https://clinicaltrials.gov/study/NCT01689025
NCT01689350,A Prospective Study of Cyclophosphamide in Systemic Lupus Erythematosus Treatment,COMPLETED,N/A,Sun Yat-sen University,OTHER,Genotype Detection,genetic,China,East Asia,2014-09-08,True,https://clinicaltrials.gov/study/NCT01689350
NCT01697254,The CARRA Registry,COMPLETED,N/A,Duke University,OTHER,,,United States,North America,2015-11-17,False,https://clinicaltrials.gov/study/NCT01697254
NCT01702038,Determining the Responses and Impact of Rituximab-instigated Cell Depletion on T Cells in People With SLE,WITHDRAWN,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Rituximab,drug,United States,North America,2012-10-08,False,https://clinicaltrials.gov/study/NCT01702038
NCT01702740,A Study of the Safety and Pharmacokinetics of CNTO 136 in Patients With Cutaneous Lupus Erythematosus and Systemic Lupus Erythematosus,COMPLETED,Phase 1,"Centocor Research & Development, Inc.",INDUSTRY,1 mg/kg CNTO 136; 10 mg/kg CNTO 136; 4 mg/kg CNTO 136; Placebo,drug,,,2012-10-08,False,https://clinicaltrials.gov/study/NCT01702740
